,id,wav_path,name,caption
154,172,DX7_YAMAHA/VRC Voice ROMs/vrc105b/22_IMAGE    .wav,IMAGE    ,"Electronic sound, which has a high-pitched, resonant timbre that rapidly decays with a distinctive pulsating quality."
155,173,DX7_YAMAHA/VRC Voice ROMs/vrc105b/23_IMAGE    .wav,IMAGE    ,"Pad, which has a shimmering, ethereal timbre with a slow attack and a long release, creating an atmospheric and sustained sound."
156,174,DX7_YAMAHA/VRC Voice ROMs/vrc105b/24_IMAGE    .wav,IMAGE    ,"Plucked bass, which has a deep, resonant, and somewhat metallic timbre with a sharp attack and a long, ringing decay."
157,175,DX7_YAMAHA/VRC Voice ROMs/vrc105b/25_IMAGE    .wav,IMAGE    ,"Pad, which has a warm, ethereal timbre with a very slow attack and long, gradual release."
158,176,DX7_YAMAHA/VRC Voice ROMs/vrc105b/26_IMAGE    .wav,IMAGE    ,"Ambient pad, which has an evolving, airy, and somewhat metallic timbre with a very gradual attack and extended sustain."
159,177,DX7_YAMAHA/VRC Voice ROMs/vrc105b/27_IMAGE   1.wav,IMAGE   1,"Bell pad, which has a bright, shimmering timbre with a gradual attack and a very long, slowly decaying sustain."
160,178,DX7_YAMAHA/VRC Voice ROMs/vrc105b/28_IMAGE   1.wav,IMAGE   1,"Digital bell, which has a bright, metallic timbre with a sharp, percussive attack and a long, resonant decay."
161,179,DX7_YAMAHA/VRC Voice ROMs/vrc105b/29_IMAGE   1.wav,IMAGE   1,"Evolving pad, which has a bright, ethereal timbre with a gentle attack and long, sustained release."
162,180,DX7_YAMAHA/VRC Voice ROMs/vrc105b/30_IMAGE   1.wav,IMAGE   1,"Whoosh, which has a broad, noisy timbre that gradually rises in pitch and intensity over its duration."
163,181,DX7_YAMAHA/VRC Voice ROMs/vrc105b/31_IMAGE   1.wav,IMAGE   1,"Sweep effect, which has a bright, shimmery timbre that evolves with a downward spectral motion, characterized by a rapid initial attack and a very long, resonant decay."
164,182,DX7_YAMAHA/VRC Voice ROMs/vrc108b/0_ClaviStuf.wav,ClaviStuf,"Clavinet, which has a bright, percussive timbre with a quick attack and a relatively fast decay."
165,183,DX7_YAMAHA/VRC Voice ROMs/vrc108b/1_EchoMalle.wav,EchoMalle,"Bell-like percussive instrument, which has a bright, clear, and metallic timbre with a quick attack and a long, echoing decay."
166,184,DX7_YAMAHA/VRC Voice ROMs/vrc108b/2_SteelCans.wav,SteelCans,"Metallic percussion, which has a bright, resonant timbre with a sharp, percussive attack and a moderate, ringing decay."
167,185,DX7_YAMAHA/VRC Voice ROMs/vrc108b/3_TackyPian.wav,TackyPian,"Electric piano, which has a bright, percussive attack and a relatively quick, bell-like decay."
168,186,DX7_YAMAHA/VRC Voice ROMs/vrc108b/4_PlukGuita.wav,PlukGuita,"Plucked guitar, which has a bright, somewhat metallic timbre and a sharp, percussive attack with a relatively quick decay."
169,187,DX7_YAMAHA/VRC Voice ROMs/vrc108b/5_HighStrun.wav,HighStrun,"String instrument, which features a bright, high-pitched timbre with a sharp, immediate attack and a resonant, decaying sustain."
170,188,DX7_YAMAHA/VRC Voice ROMs/vrc108b/6_ChimeTine.wav,ChimeTine,"Electric piano, which has a bright, metallic timbre with a percussive attack and a long, resonant decay."
171,189,DX7_YAMAHA/VRC Voice ROMs/vrc108b/7_SoftFrenc.wav,SoftFrenc,"Pad, which has a soft, warm timbre with a slow attack and release."
172,190,DX7_YAMAHA/VRC Voice ROMs/vrc108b/8_CongaClav.wav,CongaClav,"Wooden block, which has a sharp, high-pitched timbre and a very short, percussive envelope."
173,191,DX7_YAMAHA/VRC Voice ROMs/vrc108b/10_WoodSimmo.wav,WoodSimmo,"Mallet percussion, which has a bright, woody timbre with a sharp, percussive attack and a relatively quick decay."
174,192,DX7_YAMAHA/VRC Voice ROMs/vrc108b/11_CastePian.wav,CastePian,"Digital piano, which has a bright, bell-like timbre and a sustained, shimmering decay."
175,193,DX7_YAMAHA/VRC Voice ROMs/vrc108b/12_PianoFlut.wav,PianoFlut,"Piano, which features a distinct percussive attack that transitions into a sustained, airy, and mellow timbre."
176,194,DX7_YAMAHA/VRC Voice ROMs/vrc108b/13_NeWaveOrg.wav,NeWaveOrg,"Electronic organ, which has a rich, reedy timbre with a fast attack and a sustained, consistent tone."
177,195,DX7_YAMAHA/VRC Voice ROMs/vrc108b/14_ChorusRin.wav,ChorusRin,"Plucked instrument, which has a bright, metallic timbre with a wide, shimmering chorus effect, characterized by a rapid attack and a long, resonant decay."
178,196,DX7_YAMAHA/VRC Voice ROMs/vrc108b/15_EmerSynth.wav,EmerSynth,"Digital pad, which has a bright, evolving timbre with a slow attack and a distinct upward spectral sweep."
179,197,DX7_YAMAHA/VRC Voice ROMs/vrc108b/16_SoftPiano.wav,SoftPiano,"Piano, which has a mellow, warm timbre and a natural, sustained decay."
180,198,DX7_YAMAHA/VRC Voice ROMs/vrc108b/17_Tine~Bras.wav,Tine~Bras,"Electric piano, which features a distinct bell-like attack and a rich, warm sustain with a subtle metallic and reedy resonance."
181,199,DX7_YAMAHA/VRC Voice ROMs/vrc108b/18_Orgn~Bras.wav,Orgn~Bras,"Organ, which possesses a bright, brass-like timbre with a moderately quick attack and a sustained, resonant quality."
182,200,DX7_YAMAHA/VRC Voice ROMs/vrc108b/19_BCTrumpet.wav,BCTrumpet,"trumpet, which has a bright, somewhat digital timbre and a quick, defined attack and release."
183,201,DX7_YAMAHA/VRC Voice ROMs/vrc108b/20_Xylophonk.wav,Xylophonk,"Xylophone, which has a bright and percussive timbre with a very sharp attack and a quick, ringing decay."
184,202,DX7_YAMAHA/VRC Voice ROMs/vrc108b/21_SassyBras.wav,SassyBras,"Brass instrument, which has a bright, full-bodied timbre with a smooth attack and a long, gradual decay."
185,203,DX7_YAMAHA/VRC Voice ROMs/vrc108b/22_ComicSire.wav,ComicSire,"Siren, which has a piercing, clear timbre with a continuous, upward and downward pitch sweep."
186,204,DX7_YAMAHA/VRC Voice ROMs/vrc108b/23_Bugs&Bird.wav,Bugs&Bird,"Chirp, which has a very high-pitched, metallic timbre that rapidly wavers in pitch and quickly decays."
187,205,DX7_YAMAHA/VRC Voice ROMs/vrc108b/24_RainDrops.wav,RainDrops,"Percussive droplets, which possess a clear, delicate timbre with a sharp attack and a resonant, gradually fading decay."
188,206,DX7_YAMAHA/VRC Voice ROMs/vrc108b/25_Speak-One.wav,Speak-One,"Voice, which has a clear, somewhat processed vocal timbre and a distinct, short envelope reminiscent of robotic speech."
189,207,DX7_YAMAHA/VRC Voice ROMs/vrc108b/26_Speak-Two.wav,Speak-Two,"Speech-like instrument, which exhibits shifting vowel formants and a quick, percussive envelope."
190,208,DX7_YAMAHA/VRC Voice ROMs/vrc108b/27_Speak-Thr.wav,Speak-Thr,"Speech-like instrument, which exhibits a resonant, electronic timbre that imitates human speech and vocalizations, with envelopes varying from short, percussive bursts to sustained tones."
191,209,DX7_YAMAHA/VRC Voice ROMs/vrc108b/28_Speak-Fou.wav,Speak-Fou,"Robotic voice, which has a metallic, hollow timbre and a short, percussive envelope resembling clipped speech."
192,210,DX7_YAMAHA/VRC Voice ROMs/vrc108b/29_What?One?.wav,What?One?,"Processed voice, which has a very low, guttural timbre with a robotic quality and a relatively quick attack followed by a sustained, slightly wavering release."
193,211,DX7_YAMAHA/VRC Voice ROMs/vrc108b/30_FM~Teapot.wav,FM~Teapot,"Bell, which exhibits a bright, metallic timbre with a sharp, high-pitched attack that quickly decays into a resonant, subtly bubbling shimmer."
194,212,DX7_YAMAHA/VRC Voice ROMs/vrc108b/31_TapeRewin.wav,TapeRewin,"Tape rewind sound, which is bright and mechanical, with a sharp attack and a rapid, pitch-shifting decay that evokes the acceleration of a tape."
195,213,DX7_YAMAHA/VRC Voice ROMs/vrc110b/0_SoftEgStr.wav,SoftEgStr,"Electric guitar, which has a warm, mellow timbre and a gentle, soft attack with a long, smooth decay."
196,214,DX7_YAMAHA/VRC Voice ROMs/vrc110b/1_Anna Str .wav,Anna Str ,"Electronic string pad, which features a bright, airy timbre that slowly swells in, sustains, and then fades out gradually."
197,215,DX7_YAMAHA/VRC Voice ROMs/vrc110b/2_Xylo Str1.wav,Xylo Str1,"Xylophone, which has a bright, percussive timbre with a rapid decay and a subtle resonant tail."
198,216,DX7_YAMAHA/VRC Voice ROMs/vrc110b/3_Digi Pad .wav,Digi Pad ,"Pad, which has a distinct digital and ethereal timbre that shimmers and evolves slowly over a long sustain with a gentle attack."
199,217,DX7_YAMAHA/VRC Voice ROMs/vrc110b/4_AcSweep 2.wav,AcSweep 2,"Electronic sweep, which features a bright, airy timbre that rapidly ascends in pitch and opens in filter cutoff, resulting in a distinct whoosh-like envelope."
200,218,DX7_YAMAHA/VRC Voice ROMs/vrc110b/5_PedSweep2.wav,PedSweep2,"Electronic organ, which has a bright, evolving timbre characterized by a prominent filter sweep that opens up and then slowly fades out."
201,219,DX7_YAMAHA/VRC Voice ROMs/vrc110b/6_StrBrsPed.wav,StrBrsPed,"Resonant metallic string instrument, which features a bright, bell-like timbre, characterized by a sharp, percussive attack and a long, smoothly decaying sustain."
202,220,DX7_YAMAHA/VRC Voice ROMs/vrc110b/7_TytPhaz.wav,TytPhaz,"Electronic chime, which has a bright, somewhat metallic timbre with a distinct swirling quality, characterized by a fast attack and a moderate to long decay."
203,221,DX7_YAMAHA/VRC Voice ROMs/vrc110b/8_ObieBrs5.wav,ObieBrs5,"Brass instrument, which has a bright, full timbre with a sharp attack and a sustained release."
204,222,DX7_YAMAHA/VRC Voice ROMs/vrc110b/9_Anna Fat .wav,Anna Fat ,"Electronic pad, which possesses a rich, full, and slightly detuned timbre that evolves subtly over its long sustain, with a slow attack and release typical of a pad sound."
205,223,DX7_YAMAHA/VRC Voice ROMs/vrc110b/10_SaintWho .wav,SaintWho ,"Bell, which has a bright, metallic, and resonant timbre with a fast attack and a very long, slowly fading sustain that possesses a subtle wavering quality."
206,224,DX7_YAMAHA/VRC Voice ROMs/vrc110b/11_Anna Hit1.wav,Anna Hit1,"Percussive sound, which has a sharp, bright attack and a short, resonant decay, giving it a metallic and chime-like timbre."
207,225,DX7_YAMAHA/VRC Voice ROMs/vrc110b/12_Anna Hit2.wav,Anna Hit2,"Metallic hit, which has a bright, resonant timbre and an extremely rapid decay envelope."
208,226,DX7_YAMAHA/VRC Voice ROMs/vrc110b/13_SmoothSqr.wav,SmoothSqr,"Electronic tone, which has a distinct, somewhat hollow timbre with a clear, stable sustain and a fairly quick attack and release."
209,227,DX7_YAMAHA/VRC Voice ROMs/vrc110b/14_Sacuru   .wav,Sacuru   ,"Digital pad, which possesses a bright and shimmering timbre with a subtle metallic resonance, characterized by a clear but soft attack and a very long, evolving sustain that slowly fades."
210,229,DX7_YAMAHA/VRC Voice ROMs/vrc110b/16_Anna Xylo.wav,Anna Xylo,"Xylophone, which features a clear, bright timbre with a quick percussive attack and a resonant, moderate decay."
211,230,DX7_YAMAHA/VRC Voice ROMs/vrc110b/17_AcSmack 2.wav,AcSmack 2,"Percussive sound, which has a very sharp attack with a bright, metallic timbre and a rapid, non-sustained decay."
212,231,DX7_YAMAHA/VRC Voice ROMs/vrc110b/18_AnnaNasty.wav,AnnaNasty,"Bell, which has a bright, clear timbre with a fast attack and a decaying sustain."
213,232,DX7_YAMAHA/VRC Voice ROMs/vrc110b/19_SubHarmLd.wav,SubHarmLd,"Electronic lead, which possesses a deep and resonant timbre with a quick attack and a long, decaying release."
214,233,DX7_YAMAHA/VRC Voice ROMs/vrc110b/20_Bel Lead .wav,Bel Lead ,"Bell lead, which has a bright, clear timbre with a sharp, percussive attack and a relatively fast decay."
215,234,DX7_YAMAHA/VRC Voice ROMs/vrc110b/21_LeadEcho1.wav,LeadEcho1,"Lead instrument, which has a bright, ringing timbre and a sustained envelope with a prominent echo."
216,235,DX7_YAMAHA/VRC Voice ROMs/vrc110b/22_HrmnicaLd.wav,HrmnicaLd,"Harmonica, which has a bright, reedy timbre and a sustained envelope allowing for continuous notes."
217,238,DX7_YAMAHA/VRC Voice ROMs/vrc110b/25_Dbl Reed .wav,Dbl Reed ,"Double reed instrument, which has a reedy and slightly nasal timbre with a natural, sustained envelope."
218,239,DX7_YAMAHA/VRC Voice ROMs/vrc110b/26_TenrReed1.wav,TenrReed1,"A reed instrument, which has a warm, mellow timbre with a gentle attack and a relatively quick release."
219,241,DX7_YAMAHA/VRC Voice ROMs/vrc110b/28_EchoEcho1.wav,EchoEcho1,"Plucked string sound, which features a bright, clear timbre with a percussive attack, followed by a long, resonant decay that includes prominent echo repetitions."
220,242,DX7_YAMAHA/VRC Voice ROMs/vrc110b/29_EchoEcho2.wav,EchoEcho2,"Metallic percussion, which has a bright, ringing timbre and a long, echoing decay with distinct, diminishing repeats."
221,244,DX7_YAMAHA/VRC Voice ROMs/vrc110b/31_(A) -{440.wav,(A) -{440,"Chime, which has a bright, percussive attack and a clear, rapidly decaying timbre."
222,245,DX7_YAMAHA/VRC Voice ROMs/vrc104a/0_DRUMS    .wav,DRUMS    ,"Percussion, which has a bright, metallic timbre with a very fast attack and rapid decay."
223,246,DX7_YAMAHA/VRC Voice ROMs/vrc104a/1_SNARE DR..wav,SNARE DR.,"Snare drum, which has a bright, sharp timbre and a very rapid decay."
224,249,DX7_YAMAHA/VRC Voice ROMs/vrc104a/4_TOM-TOM  .wav,TOM-TOM  ,"Tom-tom drum, which has a resonant, percussive timbre with a sharp attack and a quick, ringing decay."
225,250,DX7_YAMAHA/VRC Voice ROMs/vrc104a/5_BASS DR. .wav,BASS DR. ,"Bass drum, which has a deep, resonant timbre with a fast attack and very quick decay."
226,251,DX7_YAMAHA/VRC Voice ROMs/vrc104a/6_BASS DR. .wav,BASS DR. ,"Bass drum, it has a deep, resonant timbre with a percussive attack and a very quick decay."
227,252,DX7_YAMAHA/VRC Voice ROMs/vrc104a/7_SIZ. CYMB.wav,SIZ. CYMB,"Electronic cymbal, it has a bright, shimmering, and slightly noisy timbre with a very fast attack and a long, smooth decay."
228,253,DX7_YAMAHA/VRC Voice ROMs/vrc104a/8_HI-HAT   .wav,HI-HAT   ,"Hi-hat cymbal, which is a bright, metallic, and short percussive sound with a very quick attack and rapid decay."
229,254,DX7_YAMAHA/VRC Voice ROMs/vrc104a/9_E. DRUMS .wav,E. DRUMS ,"electronic drum, which has a sharp, resonant, and somewhat hollow timbre, characterized by a very fast attack and rapid decay."
230,255,DX7_YAMAHA/VRC Voice ROMs/vrc104a/10_E. DRUMS .wav,E. DRUMS ,"Electronic drum, which has a sharp, punchy attack and a very quick decay."
231,256,DX7_YAMAHA/VRC Voice ROMs/vrc104a/11_E. DRUMS .wav,E. DRUMS ,"Electronic drum, which has a bright, metallic timbre with a rapidly decaying pitch, and a very short, percussive envelope."
232,257,DX7_YAMAHA/VRC Voice ROMs/vrc104a/12_E. DRUMS .wav,E. DRUMS ,"Electronic drum, which has a sharp, hollow timbre and a very short, percussive envelope."
233,258,DX7_YAMAHA/VRC Voice ROMs/vrc104a/14_TIMBALES .wav,TIMBALES ,"Bell, which has a bright, clear metallic timbre and a very fast attack with a brief, ringing decay."
234,259,DX7_YAMAHA/VRC Voice ROMs/vrc104a/15_TIMBALES .wav,TIMBALES ,"Percussion, which has a bright, metallic timbre and a very rapid attack and decay."
235,260,DX7_YAMAHA/VRC Voice ROMs/vrc104a/16_CONGAS   .wav,CONGAS   ,"Conga drum, which has a sharp, percussive timbre characterized by a quick attack and rapid decay."
236,261,DX7_YAMAHA/VRC Voice ROMs/vrc104a/17_CONGAS   .wav,CONGAS   ,"Hand drum, which has a resonant and hollow timbre with a very fast attack and a short, percussive decay."
237,262,DX7_YAMAHA/VRC Voice ROMs/vrc104a/18_JPN.DRUM .wav,JPN.DRUM ,"Drum, which has a full, percussive timbre with a sharp attack and a relatively short decay."
238,263,DX7_YAMAHA/VRC Voice ROMs/vrc104a/19_JPN.DRUM .wav,JPN.DRUM ,"Electronic percussion, which has a muted, rounded timbre focused in the low-mids, with a very fast attack and decay."
239,264,DX7_YAMAHA/VRC Voice ROMs/vrc104a/20_JPN.DRUM .wav,JPN.DRUM ,"Percussion, which has a deep, resonant timbre with a punchy attack and a very quick decay, creating a percussive thump."
240,265,DX7_YAMAHA/VRC Voice ROMs/vrc104a/21_JPN.DRUM .wav,JPN.DRUM ,"Drum machine sounds, which include a bright, metallic percussive hit with a sharp attack and rapid decay, and also an airy, sustained pad with a slow attack and long release."
241,266,DX7_YAMAHA/VRC Voice ROMs/vrc104a/22_QUIEKER  .wav,QUIEKER  ,"A high-pitched sound effect, which features a bright, almost metallic timbre and manifests as either a sharp, percussive squeak or a sustained, clear tone with a gradual attack."
242,267,DX7_YAMAHA/VRC Voice ROMs/vrc104a/23_TIMPANI  .wav,TIMPANI  ,"Percussion, which has a strong, deep attack followed by a resonant decay and a relatively quick fade."
243,268,DX7_YAMAHA/VRC Voice ROMs/vrc104a/24_TIMPANI  .wav,TIMPANI  ,"Timpani drum, which features a dark, resonant timbre and a short, percussive envelope with a rapid decay."
244,269,DX7_YAMAHA/VRC Voice ROMs/vrc104a/25_HAND CLAP.wav,HAND CLAP,"Hand clap, which is a bright and crisp percussive sound with a very quick, transient envelope."
245,270,DX7_YAMAHA/VRC Voice ROMs/vrc104a/26_HAND CLAP.wav,HAND CLAP,"Hand clap, which has a sharp, high-frequency snap and a very short, percussive decay."
246,271,DX7_YAMAHA/VRC Voice ROMs/vrc104a/27_TAP SLAP .wav,TAP SLAP ,"Mallet percussion, which has a bright, clear timbre and a very quick, percussive attack with a rapid decay."
247,272,DX7_YAMAHA/VRC Voice ROMs/vrc104a/28_W. BLOCK .wav,W. BLOCK ,"Wood block, which has a sharp, percussive attack with a dry, resonant timbre and a quick decay."
248,273,DX7_YAMAHA/VRC Voice ROMs/vrc104a/29_W. BLOCK .wav,W. BLOCK ,"Wooden block, which has a bright, woody timbre and a very fast attack followed by a quick, percussive decay."
249,274,DX7_YAMAHA/VRC Voice ROMs/vrc104a/30_CASTANET .wav,CASTANET ,"Castanet, which has a sharp, bright timbre with a very rapid decay."
250,275,DX7_YAMAHA/VRC Voice ROMs/vrc109b/0_ANDESFLUT.wav,ANDESFLUT,"Flute, which has a smooth, airy timbre and a soft attack with a gradual, sustained release."
251,276,DX7_YAMAHA/VRC Voice ROMs/vrc109b/1_HOLE-FLUT.wav,HOLE-FLUT,"Flute, which possesses an airy and somewhat hollow timbre with a smooth attack and a gentle, natural decay."
252,278,DX7_YAMAHA/VRC Voice ROMs/vrc109b/3_BAMBOO CL.wav,BAMBOO CL,"Percussive melodic instrument, which has a clear, resonant, and bell-like timbre with a sharp attack and a decaying sustain."
253,280,DX7_YAMAHA/VRC Voice ROMs/vrc109b/5_HARD BRAS.wav,HARD BRAS,"Brass instrument, which exhibits a bright, cutting timbre with a quick attack and a sustained, resonant body."
254,281,DX7_YAMAHA/VRC Voice ROMs/vrc109b/6_BUSSY BRA.wav,BUSSY BRA,"Musical pad, which possesses a warm, evolving timbre characterized by a gentle attack and a long, smooth decay."
255,282,DX7_YAMAHA/VRC Voice ROMs/vrc109b/7_BRASTATIO.wav,BRASTATIO,"Digital chime pad, which possesses a bright, metallic, and resonant timbre, characterized by a moderately fast attack, a long, shimmering sustain, and a gradual decay."
256,283,DX7_YAMAHA/VRC Voice ROMs/vrc109b/8_SOFT BRAS.wav,SOFT BRAS,"Brass instrument, which has a warm, mellow timbre with a soft attack and gradual release."
257,284,DX7_YAMAHA/VRC Voice ROMs/vrc109b/9_TRP.-TRB..wav,TRP.-TRB.,"Trumpet, which has a bright, metallic timbre and a sharp attack, followed by a moderate decay."
258,285,DX7_YAMAHA/VRC Voice ROMs/vrc109b/10_SOFT HORN.wav,SOFT HORN,"Horn, which has a soft, mellow timbre and a gentle, swelling envelope."
259,286,DX7_YAMAHA/VRC Voice ROMs/vrc109b/11_SYN.HORN .wav,SYN.HORN ,"Horn, which possesses a bright, brassy timbre with a gradual, swelling attack and a sustained body."
260,287,DX7_YAMAHA/VRC Voice ROMs/vrc109b/12_SYNTHPHON.wav,SYNTHPHON,"Symphonic pad, which has a shimmering and airy timbre with a slow attack, a long, warm sustain, and a gradual release."
261,288,DX7_YAMAHA/VRC Voice ROMs/vrc109b/13_SOLO TROM.wav,SOLO TROM,"Trombone, which has a warm and full brassy timbre with a gradual attack and a smooth, sustained release, mimicking a legato performance."
262,289,DX7_YAMAHA/VRC Voice ROMs/vrc109b/14_DX-TROMBA.wav,DX-TROMBA,"Brass instrument, which features a bright, reedy timbre characterized by a relatively quick attack and a sustained, gradual release."
263,290,DX7_YAMAHA/VRC Voice ROMs/vrc109b/15_D.QUART-S.wav,D.QUART-S,"Digital string ensemble, which has a clear and somewhat bright timbre with a full body, and an envelope featuring a slow, swelling attack and long sustain."
264,291,DX7_YAMAHA/VRC Voice ROMs/vrc109b/16_A-TOUCH-S.wav,A-TOUCH-S,"Digital plucked instrument, which exhibits a clear, bell-like timbre with a crisp attack and a short, resonant decay."
265,292,DX7_YAMAHA/VRC Voice ROMs/vrc109b/17_SOFT STRG.wav,SOFT STRG,"String ensemble, which has a warm and full timbre with a very slow, soft attack and release, giving it a gentle and sustained quality."
266,294,DX7_YAMAHA/VRC Voice ROMs/vrc109b/19_ANALOG-ST.wav,ANALOG-ST,"Electronic keyboard, which has a warm, rounded analog-like timbre and a clear envelope with a moderate attack and decay."
267,295,DX7_YAMAHA/VRC Voice ROMs/vrc109b/20_ORCH-STRG.wav,ORCH-STRG,"Orchestral strings, which produce a rich, sustained sound with a gradual attack and release, characteristic of a bowed string ensemble."
268,296,DX7_YAMAHA/VRC Voice ROMs/vrc109b/21_LOWERSTRG.wav,LOWERSTRG,"Strings, which have a dark, resonant timbre and a slow, sustained envelope."
269,297,DX7_YAMAHA/VRC Voice ROMs/vrc109b/22_SOFT CHOI.wav,SOFT CHOI,"Choir, which has a soft, ethereal timbre with a slow attack and long sustain, creating a smooth, pad-like quality."
270,298,DX7_YAMAHA/VRC Voice ROMs/vrc109b/23_WHISP-CHO.wav,WHISP-CHO,"Pad, which has a soft and airy timbre with a noticeable wavering chorus effect, characterized by a very slow attack and long sustain."
271,299,DX7_YAMAHA/VRC Voice ROMs/vrc109b/24_SOLO SYNT.wav,SOLO SYNT,"Electronic lead instrument, which has a bright and clear timbre with a fast attack and a sustained, smooth release."
272,300,DX7_YAMAHA/VRC Voice ROMs/vrc109b/25_IRON TIMP.wav,IRON TIMP,"Metallic percussion, which has a sharp, resonant attack and a long, ringing decay."
273,301,DX7_YAMAHA/VRC Voice ROMs/vrc109b/26_METAL TOM.wav,METAL TOM,"A metallic drum, which features a sharp, percussive attack, a bright and resonant timbre, and a quick decay with a slight metallic ring."
274,302,DX7_YAMAHA/VRC Voice ROMs/vrc109b/27_NOISY GLA.wav,NOISY GLA,"An atmospheric pad, which has a bright, glassy, and noisy timbre, characterized by a soft attack and a long, lingering decay."
275,303,DX7_YAMAHA/VRC Voice ROMs/vrc109b/28_SNARE DRU.wav,SNARE DRU,"Snare drum, it has a sharp, percussive attack and a rapid decay, creating a dry and snappy sound."
276,304,DX7_YAMAHA/VRC Voice ROMs/vrc109b/29_GATE REVE.wav,GATE REVE,"Electronic pad, which features a spacious, shimmering timbre and a strong, rhythmic gating effect on its envelope."
277,305,DX7_YAMAHA/VRC Voice ROMs/vrc109b/30_UP UP AWA.wav,UP UP AWA,"Electronic tone, which possesses a pure, bright timbre and a sustained envelope featuring a continuous upward glissando."
278,306,DX7_YAMAHA/VRC Voice ROMs/vrc109b/31_ANGEL FAL.wav,ANGEL FAL,"Pad sound, which has a bright, shimmering timbre and a very slow, sustained envelope, creating an ethereal and spacious atmosphere."
279,307,DX7_YAMAHA/VRC Voice ROMs/vrc111a/0_Soft Spot.wav,Soft Spot,"Electronic bell, which has a soft, warm, and resonant timbre with a gentle attack and a very long, smooth, fading sustain."
280,308,DX7_YAMAHA/VRC Voice ROMs/vrc111a/1_Nu Island.wav,Nu Island,"Mallet percussion, which has a bright, clear timbre with a sharp, percussive attack and a relatively fast decay."
281,309,DX7_YAMAHA/VRC Voice ROMs/vrc111a/2_NuIsland2.wav,NuIsland2,"Chime, which has a bright, clear, and metallic timbre with a sharp initial attack and a moderately fast decay."
282,310,DX7_YAMAHA/VRC Voice ROMs/vrc111a/3_MarimBahh.wav,MarimBahh,"Mallet percussion instrument, which has a bright, resonant timbre with a sharp, percussive attack and a quick decay."
283,311,DX7_YAMAHA/VRC Voice ROMs/vrc111a/4_SftRimPlk.wav,SftRimPlk,"Plucked string instrument, which has a bright and clear timbre characterized by a swift, percussive attack and a rapid decay."
284,312,DX7_YAMAHA/VRC Voice ROMs/vrc111a/5_RodeRasp1.wav,RodeRasp1,"Electronic reedy instrument, which has a distinct buzzy and somewhat metallic timbre, with a clear, sustained attack that decays gradually."
285,313,DX7_YAMAHA/VRC Voice ROMs/vrc111a/6_E.Clique1.wav,E.Clique1,"Electric bell, which has a bright, clear ringing timbre with a sharp, percussive attack and a lingering, resonant decay."
286,314,DX7_YAMAHA/VRC Voice ROMs/vrc111a/7_E.Clique2.wav,E.Clique2,"Electronic bell-like sound, which has a bright, pure, and slightly metallic timbre with a very fast, percussive attack and a rapid, ringing decay."
287,315,DX7_YAMAHA/VRC Voice ROMs/vrc111a/8_E.Clique3.wav,E.Clique3,"Electronic bell, which has a bright, somewhat metallic timbre and a sharp attack followed by a ringing decay."
288,316,DX7_YAMAHA/VRC Voice ROMs/vrc111a/9_E.Clique4.wav,E.Clique4,"Bell, which has a bright, metallic timbre with a sharp, percussive attack and a long, ringing decay."
289,317,DX7_YAMAHA/VRC Voice ROMs/vrc111a/10_BassXylo1.wav,BassXylo1,"Bass xylophone, which has a percussive, woody timbre with a sharp attack and a moderately resonant decay."
290,318,DX7_YAMAHA/VRC Voice ROMs/vrc111a/11_AcustcSt1.wav,AcustcSt1,"Acoustic guitar, its timbre is bright and resonant, with a clear, percussive attack and a natural, lingering decay."
291,319,DX7_YAMAHA/VRC Voice ROMs/vrc111a/12_AcustcSt2.wav,AcustcSt2,"Acoustic string instrument, which features a pure, resonant timbre that gently swells in and then slowly fades away."
292,320,DX7_YAMAHA/VRC Voice ROMs/vrc111a/13_AcustcSt3.wav,AcustcSt3,"Tuned percussion, which has a bright, metallic timbre with a sharp attack and a long, ringing decay."
293,321,DX7_YAMAHA/VRC Voice ROMs/vrc111a/14_NoBoKuto1.wav,NoBoKuto1,"Pad, which features a gentle attack and gradual decay, producing a rich, evolving, and ethereal timbre."
294,324,DX7_YAMAHA/VRC Voice ROMs/vrc111a/17_ClavSwep1.wav,ClavSwep1,"Clavinet, which has a bright, percussive timbre and a dynamic, sweeping filter that gives it a wah-like characteristic."
295,325,DX7_YAMAHA/VRC Voice ROMs/vrc111a/18_ClavSwep2.wav,ClavSwep2,"Electric piano, which features a percussive, plucked attack and a bright, metallic timbre that evolves with a distinct filter sweep."
296,326,DX7_YAMAHA/VRC Voice ROMs/vrc111a/19_Screamer1.wav,Screamer1,"Electronic lead, which features a reedy, somewhat harsh timbre with a very fast attack and long sustain."
297,327,DX7_YAMAHA/VRC Voice ROMs/vrc111a/20_LdSubHrm2.wav,LdSubHrm2,"Electronic lead, which features a bright, slightly reedy timbre with rich harmonics, and a sustained envelope with a moderate attack and release."
298,328,DX7_YAMAHA/VRC Voice ROMs/vrc111a/21_BsE.Tack5.wav,BsE.Tack5,"Plucked bass, which features a very sharp, percussive attack and a rapid decay with a subtle downward pitch bend."
299,329,DX7_YAMAHA/VRC Voice ROMs/vrc111a/22_BsE.Tack7.wav,BsE.Tack7,"Bass, which features a sharp, percussive attack and a deep, sustained resonance."
